7 56.6759227891 4.0000000000 6.0000000000 1.0765331481 67.0000000000 5.6466542803 0.8895875221 5.8346591161 -0.0181317561 4.9611381549 -0.0343020824 34.0432470008 -823.7236499508 25.8513687751 6.5730631885 1.314928 -0.067931 -0.800786 1.298629 2.756839 -3.859591 0.467747 -0.600931 -1.488459 -0.682512 0.269034 3.739131 0.114114 -0.859534 -2.454380 1.547999 -1.503742 -0.227490 1.426174 0.104741 -0.772457 -0.345440 1.796698 -0.039272 0.485346 0.845697 -0.669079 0.655878 -0.553618 2.267687 1.003621 -3.460676 -0.414708 2.218349 -0.425732 -0.845035 1.987368 -2.165252 0.130070 1.180326
19 55.3509839172 4.0000000000 6.0000000000 1.8633291194 1.0000000000 6.3073591972 0.9972638576 2.4707876612 0.0511597607 2.0953210922 0.0433854059 6.1047916667 -1271.8833548912 26.4784977535 6.7187600406 -1.300021 -1.774982 1.566745 2.584646 1.172646 -0.183729 2.200322 2.999639 0.822972 0.636202 0.070303 2.434821 -1.798655 1.205805 -0.697788 1.500256 -0.930493 0.328643 -0.759760 -0.287323 -0.734201 4.573756 -2.679412 -1.775055 0.048763 1.469150 1.370433 -2.243589 -0.693681 0.120547 2.270986 -0.023974 0.832520 -1.532916 -1.154684 2.130750 0.808025 1.164901 -1.052270 0.855840
40 43.3621804682 4.0000000000 6.0000000000 1.7488132178 2.0000000000 6.2945106186 0.9952199109 2.8671501735 0.0495241685 2.4725017755 0.0438734447 8.2205501175 -1219.2011128258 25.9410883371 6.6232214987 4.820477 0.920678 -0.028300 -0.320747 1.675243 -1.653683 1.381210 1.267687 2.506198 -0.531552 4.733623 1.828406 0.679094 0.908103 -3.141100 3.839757 -0.066821 -1.679201 1.370661 -1.564295 -1.994490 1.728521 1.078843 -2.649612 2.029099 -0.374568 -2.148980 -1.411883 -1.842284 -0.180872 -1.689454 -3.495366 4.410240 -0.071570 3.241781 2.421275 0.563675 1.273443 -0.427305 0.685753
107 39.4058037128 4.0000000000 6.0000000000 1.4841725133 7.0000000000 6.2341021333 0.9855532063 4.4424867496 -0.1174625705 3.9680248705 -0.1012451105 19.7356885202 -1099.3024380682 25.4877134146 6.4950568664 3.272893 -4.331955 -0.815247 3.091617 0.960809 -2.452129 0.961638 -3.485600 2.139325 -1.540857 1.189561 -1.758168 -2.821110 -1.259652 0.034586 1.262425 2.630250 -0.980523 0.679783 -0.820423 -1.300713 1.638873 4.802659 -0.254376 1.740167 -0.273342 0.800200 -1.558095 -1.929664 -2.195865 0.585658 -1.895640 -0.973902 -2.161187 -0.289189 1.571208 -0.188808 -1.650757 -0.515547 -1.155235
425 36.7477516082 4.0000000000 6.0000000000 1.0731070193 28.0000000000 5.9996583118 0.9475347182 4.8002641804 -0.0634164200 4.5021382845 -0.0479645107 23.0425362018 -842.3899525019 24.3258235290 6.1930696858 1.144685 -5.000000 0.595709 -3.097711 3.868550 0.528307 -0.817907 -5.000000 -1.466767 3.971194 -1.099559 0.174620 -1.467232 -3.485819 4.152761 1.034364 1.355118 0.048579 4.686978 -4.047412 -2.047779 -1.333424 2.324804 0.893431 -1.353437 3.705414 -2.087129 -3.562801 0.805283 -3.331445 3.542153 -1.660862 2.978489 -4.400178 0.966818 0.229792 1.908011 3.157524 -0.552802 0.543904
1005 81.3914294836 4.0000000000 6.0000000000 0.6235310610 67.0000000000 5.5890613728 0.8812219692 6.3172244253 0.1617978858 5.4458648316 0.1299332365 39.9073244397 -460.1256084933 24.7696977235 6.2944481399 1.721161 -4.668921 1.098149 -5.000000 1.860723 0.657713 3.998946 0.533288 0.968985 1.085932 -2.687479 -1.710636 -2.273152 -3.523000 3.839599 1.429438 -1.863230 -1.158265 2.145098 0.387911 0.674545 -1.314936 3.388848 3.249355 2.433707 4.276581 0.074552 -4.644293 3.406397 -1.251338 -0.053182 1.157959 3.257618 -5.000000 0.732688 -0.857308 0.707013 2.940464 -3.936294 0.995518
evaluations raw_y rep iid sigma t d_norm d_mean ps_norm ps_mean pc_norm pc_mean ps_squared loglikelihood mhl_norm mhl_mean x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 x35 x36 x37 x38 x39
1 57.4082980978 5.0000000000 6.0000000000 0.6235310610 67.0000000000 5.5890613728 0.8812219692 6.3172244253 0.1617978858 5.4458648316 0.1299332365 39.9073244397 -460.1256084933 24.7696977235 6.2944481399 0.882455 -0.661740 4.861542 -0.504184 0.219220 3.164962 -1.818465 -1.183273 0.375206 -0.659740 -2.385529 -0.409753 -0.717658 1.206943 -3.329577 -1.400358 2.302782 3.714662 -3.022359 1.289695 -1.961216 -1.713706 -1.743758 -0.845016 1.992880 1.424843 0.118288 -0.726622 0.006578 -0.211861 1.586107 -1.263143 -0.012390 -0.202135 -0.104616 0.498435 0.395320 2.669697 -0.173751 3.123065
57 36.3401220525 5.0000000000 6.0000000000 1.7701817821 3.0000000000 6.2858695571 0.9938004087 4.8840460851 0.0347858972 4.3223286363 0.0353604216 23.8539061614 -1203.1510160721 25.0897171512 6.4078574132 -1.310065 -0.690045 0.995700 0.265588 2.097089 1.790989 -2.875088 0.099505 1.192214 -1.053110 -2.021558 -3.671874 -1.202387 -0.319140 -2.683410 -2.881301 -0.155655 0.473987 0.906450 -0.134649 0.543214 -1.049805 1.288441 -0.369402 5.000000 0.575833 3.488176 -0.872986 0.993874 -2.924677 0.043291 -4.058407 2.424659 0.264112 2.351267 2.527852 -3.160467 3.394714 -3.230671 -2.375417
1005 97.9735328419 5.0000000000 6.0000000000 0.7269670144 67.0000000000 5.6185413847 0.8856742825 5.1872421982 0.2823707272 4.8487984171 0.2508380974 26.9074816230 -563.5476906324 25.0871648482 6.4206343586 -0.525085 -1.110456 1.483500 2.165395 -1.761338 0.049272 -3.053481 -2.345119 2.655731 -3.490584 4.937145 2.236386 3.280547 -1.510812 -3.944007 2.301003 1.269463 -0.088224 -1.315670 -3.246421 -2.912812 1.541923 4.703237 2.149804 1.977100 -2.620557 1.737388 -5.000000 3.103925 2.040255 -2.197569 -0.603046 -1.017876 1.641334 1.120269 1.533224 3.441916 3.054166 -3.518226 -4.452017
evaluations raw_y rep iid sigma t d_norm d_mean ps_norm ps_mean pc_norm pc_mean ps_squared loglikelihood mhl_norm mhl_mean x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 x35 x36 x37 x38 x39
1 75.9059121308 6.0000000000 6.0000000000 0.7269670144 67.0000000000 5.6185413847 0.8856742825 5.1872421982 0.2823707272 4.8487984171 0.2508380974 26.9074816230 -563.5476906324 25.0871648482 6.4206343586 -0.623567 1.458008 0.435642 -1.798184 -4.973561 1.826503 2.254127 -3.028186 3.278582 -0.859787 5.000000 1.203644 -0.671763 2.475476 0.222256 0.258302 0.152255 -0.310256 1.268451 1.621310 0.709617 3.625181 -2.712952 -0.927264 1.649308 -2.352863 3.128979 1.425410 -0.362013 1.068399 -1.173226 -2.963707 1.714495 1.886198 0.228883 -0.043913 -4.254289 -1.668815 -0.931017 0.467421
11 60.1659342812 6.0000000000 6.0000000000 0.7269670144 67.0000000000 5.6185413847 0.8856742825 5.1872421982 0.2823707272 4.8487984171 0.2508380974 26.9074816230 -563.5476906324 25.0871648482 6.4206343586 0.010551 -0.072376 2.774371 -2.146451 -2.294654 0.801691 2.149370 -1.977821 -2.139033 -0.405902 1.096189 -1.583713 1.855086 4.166901 -0.288493 -1.149165 4.263676 -2.743119 2.172700 1.955333 -3.117133 1.250663 2.796970 -0.930413 -4.746944 -1.700883 3.708740 -2.206104 1.888882 -2.678349 -1.127542 -1.649187 -0.362127 0.853346 -0.003064 -1.847535 -0.262056 -0.446173 -0.885952 -1.226185
40 54.8818761463 6.0000000000 6.0000000000 1.8107465682 2.0000000000 6.2992379912 0.9959515252 4.0166451563 0.0081310649 3.4951693834 0.0060146134 16.1334383112 -1200.4547025458 24.3467635040 6.2218803314 2.423357 -0.926231 -0.207906 -3.819555 -2.773757 0.024129 3.193273 2.661277 2.947782 0.209595 4.621202 -0.677210 1.970818 3.042761 0.472888 -3.962620 1.581348 -1.977567 -0.498435 4.185973 1.114229 0.438440 0.912029 0.982915 -3.166509 0.236951 2.989559 1.739960 -1.139620 -2.148286 -0.726276 2.542399 -0.797872 0.116064 -1.443146 -0.448992 -2.683001 3.779501 3.098509 -1.559186
94 51.7084485523 6.0000000000 6.0000000000 1.5918800405 6.0000000000 6.2502505017 0.9881142156 4.9586685604 0.2030430112 4.5195816003 0.1725945561 24.5883938923 -1136.2420393043 25.1553099476 6.4277665004 5.000000 -0.925719 2.007670 -1.725899 -2.719126 -0.096852 1.434877 3.964866 3.864033 1.530477 4.664527 2.667501 2.256101 3.179975 -0.152952 -2.249005 -2.446954 0.405291 0.639193 2.720935 -0.241034 -0.426591 0.972794 0.861116 -1.718553 0.204218 2.738286 -0.274815 -2.344105 -0.688499 1.246492 1.812033 0.414742 4.322429 -0.871905 -2.361849 -0.895500 1.162510 2.943234 -0.930618
134 50.3138272327 6.0000000000 6.0000000000 1.5395225482 8.0000000000 6.2263152580 0.9842733651 5.4373459011 0.1853015851 5.0081439096 0.1727853253 29.5647304480 -1126.3213905397 25.7214311952 6.5385128230 3.804636 1.645005 0.377199 -2.227451 -5.000000 0.611359 0.038445 4.995969 1.229714 2.498541 5.000000 2.662541 1.674620 0.690106 -1.076096 -1.494381 -2.790492 -3.697057 0.594097 4.058967 0.689084 -1.439975 1.055465 -1.922904 -2.639788 0.506472 1.671045 1.066463 -0.088818 0.241618 -2.293453 2.661167 -1.505898 3.437130 -0.725311 -5.000000 -0.689288 -1.341415 2.786198 -0.377704
310 45.6406933630 6.0000000000 6.0000000000 1.3048856358 20.0000000000 6.1055179087 0.9646844970 5.3265239806 0.1052710416 5.0123836677 0.1187361630 28.3718577155 -998.3606263500 25.2898548621 6.4243768284 -0.604887 -2.158858 3.053761 -0.556613 -4.726155 2.154349 2.797575 2.071778 5.000000 0.346027 0.648451 0.672286 2.139852 3.636517 -1.718350 -4.176711 -0.195191 -3.881191 1.744032 2.898574 1.970670 -2.516121 4.328796 -2.785725 -1.237909 2.082208 1.954271 2.166570 -2.432530 2.023738 1.131378 2.605952 -1.630560 4.394601 -2.075766 -3.688451 -0.988019 2.090092 3.785313 0.036783
355 39.7464661400 6.0000000000 6.0000000000 1.2387072148 23.0000000000 6.0701718299 0.9589887932 5.5529799825 0.0568367516 5.0585620000 0.0683972070 30.8355866862 -960.9542776552 25.3317832446 6.4964425487 -1.898127 -2.060961 1.129994 0.808358 -1.490215 3.218459 1.100204 4.229028 2.160361 0.939385 0.691784 -0.471610 2.301644 2.252959 -1.854669 -3.114231 -1.099320 -2.354277 -0.990523 3.899601 5.000000 -2.518644 2.734832 -0.426055 0.792706 1.729625 1.669885 2.332978 -1.573967 0.184716 -0.661392 2.391766 -2.818881 1.818920 -2.682604 -3.818942 0.884215 2.135625 3.704028 -1.390416
971 35.8824643883 6.0000000000 6.0000000000 0.7356908851 64.0000000000 5.6493517751 0.8908113301 5.8441846131 0.2695758528 5.0732901289 0.1856304937 34.1544937916 -584.9217988970 25.4361787080 6.5131990401 3.111904 -1.898873 1.898349 2.782671 -1.241488 2.342896 3.685197 0.652566 0.928648 3.493954 0.001375 -2.452935 -3.076012 1.819523 -0.854459 -3.949767 0.408891 -3.904940 3.595630 1.029783 4.353331 -2.331513 1.499151 -2.602840 -0.472555 4.080356 -1.530915 0.475445 -1.174342 3.512047 -3.346232 1.757101 -3.231427 -0.575770 -3.852605 -1.547951 -1.913761 0.577726 3.401649 1.425225
1005 90.0179585641 6.0000000000 6.0000000000 0.6971845076 67.0000000000 5.6204874504 0.8860983886 5.3523198651 0.1076159437 4.5574949190 0.0771197090 28.6473279389 -570.6440924256 26.3652555930 6.7640063104 2.880010 -3.864493 3.178819 3.945761 -1.441216 3.096504 2.836336 0.837716 -0.607190 4.722530 0.166005 -3.500294 -1.944843 2.349930 -1.384992 -3.682958 0.945747 -5.000000 4.724383 1.410616 3.615185 -1.272260 2.563728 -1.580974 -0.659054 4.415204 -1.112767 1.223661 -0.877033 4.043791 -3.813645 0.878752 -2.798260 -2.143122 -3.834500 -2.386614 -1.875429 0.452388 2.405810 1.266797
evaluations raw_y rep iid sigma t d_norm d_mean ps_norm ps_mean pc_norm pc_mean ps_squared loglikelihood mhl_norm mhl_mean x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 x35 x36 x37 x38 x39
1 71.4485294165 7.0000000000 6.0000000000 0.6971845076 67.0000000000 5.6204874504 0.8860983886 5.3523198651 0.1076159437 4.5574949190 0.0771197090 28.6473279389 -570.6440924256 26.3652555930 6.7640063104 3.381051 -0.931875 0.065640 0.815033 -1.577846 0.004131 -0.001781 -3.509449 2.035316 1.200997 -1.250858 -0.343097 1.010599 -0.522713 -0.485498 -2.906483 1.109161 0.247762 0.548920 -3.053049 3.301399 0.308671 -0.774280 4.058144 -0.090772 -2.901357 -0.810456 -4.576630 2.098793 -0.832949 -1.485107 2.144940 -3.302151 1.070859 -4.128830 -1.324319 -2.408440 2.923951 3.532322 -0.658828
3 53.1246258584 7.0000000000 6.0000000000 0.6971845076 67.0000000000 5.6204874504 0.8860983886 5.3523198651 0.1076159437 4.5574949190 0.0771197090 28.6473279389 -570.6440924256 26.3652555930 6.7640063104 1.309411 1.788705 0.831005 -1.847089 -0.392055 -1.181540 -0.599422 2.593770 3.059159 1.338836 1.097490 1.353258 -0.024484 -0.151327 -1.347290 -0.111735 4.519894 1.738079 -0.684234 -0.943853 -1.728980 0.748741 0.783091 -2.886243 0.972670 -1.138945 2.853442 0.313688 3.435460 -0.916254 -0.575968 0.599617 2.111897 1.131765 -2.467048 0.365801 0.044489 -0.858137 -1.296211 3.495154
5 49.2867473948 7.0000000000 6.0000000000 0.6971845076 67.0000000000 5.6204874504 0.8860983886 5.3523198651 0.1076159437 4.5574949190 0.0771197090 28.6473279389 -570.6440924256 26.3652555930 6.7640063104 -1.858648 0.823594 3.720111 -2.994547 0.952675 2.224581 -1.393182 1.165941 -2.141785 -1.624417 -1.634160 0.384615 -0.181963 1.908230 -1.880558 -0.262551 1.922153 1.121554 -2.649283 1.330407 -0.956836 0.770773 0.601361 2.438638 0.233120 -3.707612 -2.739719 1.462309 -0.516633 2.275958 0.546878 -1.498131 2.164814 -1.614795 -4.105271 4.127591 -3.821498 1.272826 1.877704 0.294132
6 46.7623168252 7.0000000000 6.0000000000 0.6971845076 67.0000000000 5.6204874504 0.8860983886 5.3523198651 0.1076159437 4.5574949190 0.0771197090 28.6473279389 -570.6440924256 26.3652555930 6.7640063104 -3.366794 2.030030 -2.883087 -2.687257 -0.723337 1.577009 0.600228 1.621537 -0.887288 -0.344367 -2.274274 -0.633731 1.186256 -0.599656 0.950919 -1.146549 -1.184783 0.078337 -0.389763 1.184770 0.356580 3.480693 -0.438989 -0.454505 -2.080262 0.045556 1.365658 -1.480591 -0.099345 1.437114 -0.253818 -1.038275 1.946186 0.194039 0.793129 2.342787 2.290632 -0.694408 -1.050859 0.568618
90 44.5043978174 7.0000000000 6.0000000000 1.6903097206 5.0000000000 6.2631460547 0.9901607897 5.3532484818 0.0290773470 4.8494692919 0.0268536804 28.6572693078 -1169.7775357982 24.9989800019 6.3630494452 0.583724 3.948297 -0.869334 -4.238368 -0.869602 1.046287 -2.072088 5.000000 -3.174086 -0.447923 -2.104766 -4.327804 0.574569 -0.064024 -2.619289 0.345409 1.856336 2.063227 0.467352 1.541543 -0.501760 -0.358380 0.723790 1.703247 -0.240423 -0.069883 -0.570632 -0.277761 1.023924 4.350701 0.936457 -3.762909 3.209744 2.869122 -2.478408 1.617787 -1.874472 0.661759 -1.675851 0.870859
384 34.0830015613 7.0000000000 6.0000000000 1.0751465985 25.0000000000 6.0457330911 0.9551603553 5.6647952204 0.0856677004 5.1837829864 0.0527774973 32.0899048892 -859.4084671486 24.7488782782 6.3217443154 -4.367153 5.000000 -1.082460 -1.917875 -0.328172 -1.756260 3.660593 5.000000 -5.000000 -1.164228 -3.673761 -3.868699 -0.943286 -2.386944 -4.752376 1.190562 -3.354111 -2.545173 0.916436 5.000000 0.634181 -1.309298 1.260489 0.870326 -1.381708 -0.078744 1.973584 -2.395790 0.690036 4.912840 2.751654 -1.287246 2.017724 4.302451 -2.293618 3.365121 -1.349460 2.447695 5.000000 -0.446208
1005 66.3338107543 7.0000000000 6.0000000000 0.8513466701 67.0000000000 5.6388910759 0.8883521259 5.7892769761 0.0255905301 5.2064480886 0.0065193430 33.5157279056 -618.3937899444 22.9916382528 5.8946250646 2.133551 2.756276 0.312859 -1.958410 1.095116 3.674067 -0.451167 2.398355 -3.672556 -3.463399 -2.549986 -3.742126 3.325893 -3.368424 -4.752438 1.314722 -4.299635 -2.132786 -0.182767 5.000000 1.243956 -1.909082 1.030359 2.377895 -3.200810 1.616780 -3.947149 -1.162834 1.224378 3.313623 3.580812 -0.423594 1.691106 4.724667 -4.210461 2.776599 3.840030 -0.047048 -1.716207 0.710831
evaluations raw_y rep iid sigma t d_norm d_mean ps_norm ps_mean pc_norm pc_mean ps_squared loglikelihood mhl_norm mhl_mean x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 x35 x36 x37 x38 x39
1 79.9654621238 8.0000000000 6.0000000000 0.8513466701 67.0000000000 5.6388910759 0.8883521259 5.7892769761 0.0255905301 5.2064480886 0.0065193430 33.5157279056 -618.3937899444 22.9916382528 5.8946250646 0.182409 2.182565 -3.893941 -2.772699 -4.592983 4.819669 3.455672 4.409113 1.589655 1.952842 -2.366854 3.832727 -2.246654 -1.328071 -0.756717 -1.583231 1.719096 -0.461578 -0.131322 -0.417272 2.693737 -1.213906 -0.348496 0.848103 -3.291980 -0.967082 1.070937 2.332281 0.323366 -1.345668 2.885048 -0.442961 0.062529 0.363859 -0.125857 -1.083137 0.949037 -2.329182 -1.001819 -0.817122
3 78.0372683757 8.0000000000 6.0000000000 0.8513466701 67.0000000000 5.6388910759 0.8883521259 5.7892769761 0.0255905301 5.2064480886 0.0065193430 33.5157279056 -618.3937899444 22.9916382528 5.8946250646 0.713026 -1.904321 0.303856 0.001270 0.670046 0.749599 1.427632 -2.401627 0.002762 -1.842920 0.992456 -2.663333 -4.381141 -0.872144 5.000000 2.300163 0.168891 4.972496 -0.388711 -0.372427 1.707726 0.614757 -0.144484 -0.937695 -0.130878 2.105222 -2.619266 -1.337453 2.682748 5.000000 -3.681097 0.810082 3.264601 -0.445478 -1.155598 2.484352 -1.106942 -1.445379 -1.143099 -2.780006
5 70.4493928050 8.0000000000 6.0000000000 0.8513466701 67.0000000000 5.6388910759 0.8883521259 5.7892769761 0.0255905301 5.2064480886 0.0065193430 33.5157279056 -618.3937899444 22.9916382528 5.8946250646 -1.770337 -1.888053 1.469147 5.000000 1.223516 1.315321 0.092092 1.540525 1.186105 -1.866887 0.750866 1.839582 -1.428275 0.749012 2.514398 1.952207 -0.044436 4.131873 2.063813 -0.498669 -3.938112 -0.653937 0.267878 -0.762379 0.049650 3.276221 1.639366 2.692990 -2.749530 0.019262 2.662867 -1.655156 3.869885 -2.549785 -1.313775 3.026456 -4.368461 1.597821 -2.549177 -2.345887
9 68.3098525800 8.0000000000 6.0000000000 0.8513466701 67.0000000000 5.6388910759 0.8883521259 5.7892769761 0.0255905301 5.2064480886 0.0065193430 33.5157279056 -618.3937899444 22.9916382528 5.8946250646 -0.292134 2.171610 -2.590029 -1.266494 1.003804 0.340632 4.093059 0.140303 -0.106244 0.707890 -2.987897 3.005386 -0.623129 1.296434 -1.625393 -2.719775 -0.146699 -0.452170 1.080819 -1.025205 4.970943 0.293819 -2.287627 -0.117272 2.775989 0.302454 -1.950504 -1.045554 1.526519 2.953760 -1.522631 2.854234 -1.505575 4.071934 -0.496979 -2.513253 -0.568525 -0.103187 1.482608 2.108962
12 67.6898784545 8.0000000000 6.0000000000 0.8513466701 67.0000000000 5.6388910759 0.8883521259 5.7892769761 0.0255905301 5.2064480886 0.0065193430 33.5157279056 -618.3937899444 22.9916382528 5.8946250646 -1.064628 4.612869 3.312736 0.037855 -1.064800 1.901758 -4.432900 2.969760 -1.185081 -1.730859 0.170846 -1.265133 -1.462672 1.775886 -0.099219 -1.562404 0.762535 1.179385 1.581824 -0.583994 -1.540787 2.260379 -0.274308 1.745205 -2.886271 -2.129148 0.395629 0.635027 1.221329 2.434776 2.830046 -0.709829 0.090676 1.685354 0.532688 0.222261 4.184817 2.584190 -3.503070 -1.126183
17 54.7462990383 8.0000000000 6.0000000000 1.8752333580 1.0000000000 6.3118744231 0.9979712447 2.8139757824 0.1430596830 2.3863575582 0.1213200050 7.9184597041 -1309.0228982423 27.6386657847 7.0829069532 -1.234601 3.375245 2.787438 0.453773 -2.521104 2.574286 1.704472 2.729865 -2.431974 -1.721222 0.297203 -1.286497 -0.144888 -0.841491 -3.276168 -0.106742 1.368366 -2.969571 3.249124 -0.482905 1.091905 -2.399442 0.266545 0.583097 -0.818941 0.576998 -2.316036 2.431907 3.265838 2.425557 1.098021 2.688048 -0.079544 -0.882744 3.154688 -0.390941 1.150961 -2.030423 -0.955679 2.536932
31 54.2632327734 8.0000000000 6.0000000000 1.7976265079 2.0000000000 6.2992908129 0.9959613821 4.0075275507 0.1226174059 3.4484612754 0.1088801024 16.0602770698 -1232.9537457112 25.7988746128 6.5966616357 -3.198966 4.492638 2.010350 -1.182823 0.159437 1.979146 -4.576578 4.146261 -0.248593 0.054099 1.865097 1.447949 -3.390681 2.053859 -3.989610 0.333362 1.463653 0.215558 1.901798 -0.316611 0.614045 -2.099106 2.942123 -0.887721 2.743197 1.902658 -0.577824 3.287808 1.018026 -0.682450 3.764131 2.103333 -1.925421 -1.088767 1.498753 0.554819 0.721378 -0.481691 -1.408229 -1.315994
43 49.4640256772 8.0000000000 6.0000000000 1.7976265079 2.0000000000 6.2992908129 0.9959613821 4.0075275507 0.1226174059 3.4484612754 0.1088801024 16.0602770698 -1232.9537457112 25.7988746128 6.5966616357 0.517141 4.500710 2.118565 -3.861660 -0.139424 2.767668 2.856757 4.639849 -5.000000 -2.957525 0.726799 -0.017421 -0.920318 -0.722942 0.337870 1.041200 3.661059 -2.961758 1.110121 2.823553 1.392934 -1.626823 0.621502 0.039965 0.741423 -0.670260 -3.229085 3.024752 1.344729 -0.010659 3.725472 0.621402 0.969565 1.604692 -0.226756 0.994896 -1.200065 -3.695258 -1.316517 1.853553
55 44.4859812332 8.0000000000 6.0000000000 1.7674901430 3.0000000000 6.2888623311 0.9942879267 5.3741251128 0.1430830266 4.6702587397 0.1294583129 28.8812207284 -1218.9993820174 25.6957450412 6.5584445233 -1.929042 2.452782 -0.984108 -3.797790 -1.552213 2.554316 1.070038 1.953134 -1.156056 0.352959 -0.805275 -0.434769 -3.508070 0.265948 0.463215 1.411098 -0.504968 0.356225 0.181679 0.868033 0.515265 -1.244367 0.349593 -1.939831 1.793428 1.840840 1.302658 -1.685595 -3.578563 0.712771 1.420504 1.851663 1.191385 -0.501096 0.899730 1.381428 2.024342 3.593442 -0.047094 -0.099023
582 38.7015499447 8.0000000000 6.0000000000 0.9402012051 38.0000000000 5.9012519682 0.9315820054 5.8400190959 0.0188322882 5.1312214201 0.0011615504 34.1058230405 -770.9330541774 25.4792783546 6.5154642485 -3.607485 0.483994 1.613181 -2.291243 0.151484 4.097092 1.209902 -0.180155 -3.140823 -4.015969 -2.360333 4.182804 -3.853981 -2.505808 -0.240493 -0.655026 3.682601 2.240253 -0.866224 0.712363 1.476490 -1.086599 0.402268 -2.402268 -0.801889 4.367877 4.665660 -3.350112 1.124458 1.897517 3.494910 -0.390521 0.630628 2.328680 -0.017046 3.131278 1.702132 4.802302 -1.952846 -0.793012
1005 107.5327098273 8.0000000000 6.0000000000 0.7488592938 67.0000000000 5.6130226547 0.8846557309 5.7608600484 0.0898577081 5.1828647104 0.1055155624 33.1875084978 -605.9094957039 26.1334514432 6.6703319625 -0.522812 2.318584 -1.144268 -1.976328 -0.887396 3.481743 -0.050423 0.258581 -3.528623 -0.846955 0.926861 2.728290 -0.669920 -0.653976 -1.436456 0.395281 3.219831 0.988411 1.295729 1.203243 0.308860 -1.600411 2.455593 -1.019138 0.784590 2.788430 0.648578 -3.899052 1.210223 0.914642 5.000000 -0.259815 -2.081710 0.465838 1.624836 3.238674 2.162577 1.299218 0.182763 0.877627
evaluations raw_y rep iid sigma t d_norm d_mean ps_norm ps_mean pc_norm pc_mean ps_squared loglikelihood mhl_norm mhl_mean x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 x35 x36 x37 x38 x39
1 86.1213763961 9.0000000000 6.0000000000 0.7488592938 67.0000000000 5.6130226547 0.8846557309 5.7608600484 0.0898577081 5.1828647104 0.1055155624 33.1875084978 -605.9094957039 26.1334514432 6.6703319625 0.002217 -0.579088 -2.232133 -0.025766 -0.756723 -0.962271 -3.034662 -0.981744 -0.481361 -1.295895 1.271782 3.480235 0.593364 1.415007 3.645632 0.861538 3.085459 -1.801442 -0.274250 2.595158 1.350542 0.063916 1.836292 0.761019 1.032735 -0.710479 0.417554 0.656822 -0.996450 -4.183554 -0.165175 4.910365 -5.000000 -1.826559 -0.454629 0.538631 2.260923 2.084795 2.607621 2.778801
4 72.0505992032 9.0000000000 6.0000000000 0.7488592938 67.0000000000 5.6130226547 0.8846557309 5.7608600484 0.0898577081 5.1828647104 0.1055155624 33.1875084978 -605.9094957039 26.1334514432 6.6703319625 -0.803530 3.880641 -2.488809 1.878620 -0.481616 0.541614 -2.191079 4.802686 -0.559819 4.061602 -0.163879 -2.437253 -1.613741 2.636084 -1.157277 0.164105 2.791821 2.163759 -2.033122 -0.583997 3.118716 -1.092600 1.921181 0.422421 -2.490743 0.609090 -1.196761 0.246132 -1.581674 1.287788 -0.119301 1.826493 -2.181155 -0.349701 2.130558 2.474460 2.039592 1.721375 -1.464868 0.880450
6 66.9942036516 9.0000000000 6.0000000000 0.7488592938 67.0000000000 5.6130226547 0.8846557309 5.7608600484 0.0898577081 5.1828647104 0.1055155624 33.1875084978 -605.9094957039 26.1334514432 6.6703319625 -2.369883 -2.061504 -1.829770 -1.648415 -1.474661 1.715128 1.894374 2.393944 3.796168 1.049579 -0.281159 -2.582964 -0.949035 -0.012131 2.616396 -1.303120 3.205260 3.129056 -0.516128 -0.718442 0.019586 -1.579861 -2.207602 -1.127539 0.962697 -4.568104 1.386537 3.249027 2.460465 3.298210 -2.971866 -2.153784 3.169161 0.776121 2.550947 0.421941 1.239671 -2.004592 -1.065222 1.872055
